id_viaje,id_aeronave,id_fecha,id_zona,horas_vuelo,distancia_km
5617,N999XX,20230223,Z1,3.58,3043
5618,N222RR,20230730,Z3,10.53,8950
5619,N222RR,20230610,Z2,3.09,2626
5620,N999XX,20240316,Z4,11.0,9350
5621,N222RR,20240302,Z4,11.47,9749
5622,N12345,20230816,Z2,8.78,7462
5623,N67890,20231203,Z3,10.28,8738
5624,N555CC,20240217,Z1,7.06,6001
5625,N222RR,20230621,Z3,3.27,2779
5626,N999XX,20240328,Z3,9.57,8134
5627,N555CC,20230601,Z4,3.14,2669
5628,N67890,20230524,Z1,5.03,4275
5629,N12345,20230221,Z3,10.59,9001
5630,N67890,20230128,Z3,6.58,5593
5631,N222RR,20230418,Z3,4.8,4080
5632,N67890,20230706,Z2,4.1,3484
5633,N999XX,20230204,Z1,8.7,7394
5634,N12345,20240121,Z3,11.54,9809
5635,N555CC,20230927,Z1,4.55,3867
5636,N555CC,20240307,Z4,6.59,5601
5637,N67890,20231016,Z4,11.08,9418
5638,N222RR,20231229,Z4,5.06,4301
5639,N67890,20230104,Z1,5.21,4428
5640,N222RR,20230808,Z1,3.03,2575
5641,N67890,20230908,Z1,6.2,5270
5642,N555CC,20230327,Z3,11.03,9375
5643,N12345,20231128,Z2,7.91,6723
5644,N999XX,20230123,Z3,4.75,4037
5645,N222RR,20240216,Z4,2.85,2422
5646,N555CC,20230915,Z4,10.0,8500
5647,N555CC,20230528,Z3,2.13,1810
5648,N222RR,20231024,Z3,3.79,3221
5649,N555CC,20240309,Z3,3.04,2584
5650,N12345,20230812,Z3,1.64,1394
5651,N12345,20230708,Z3,5.03,4275
5652,N555CC,20230815,Z3,3.48,2958
5653,N222RR,20230604,Z3,2.41,2048
5654,N222RR,20230414,Z3,6.67,5669
5655,N12345,20230213,Z4,4.34,3689
5656,N555CC,20230621,Z4,5.36,4556
5657,N67890,20230312,Z1,9.08,7718
5658,N67890,20240411,Z4,9.04,7683
5659,N12345,20230127,Z1,2.38,2023
5660,N67890,20230122,Z4,11.79,10021
5661,N67890,20230807,Z1,5.46,4641
5662,N67890,20240203,Z4,9.26,7871
5663,N67890,20230724,Z2,3.98,3383
5664,N12345,20230413,Z1,9.46,8041
5665,N999XX,20240428,Z4,3.82,3247
5666,N222RR,20230516,Z3,11.15,9477
5667,N999XX,20230716,Z2,1.44,1224
5668,N999XX,20230416,Z4,9.76,8296
5669,N555CC,20230530,Z4,2.47,2099
5670,N67890,20230221,Z4,7.53,6400
5671,N222RR,20240218,Z4,11.4,9690
5672,N222RR,20231016,Z4,3.49,2966
5673,N222RR,20231117,Z3,5.39,4581
5674,N67890,20230301,Z2,1.87,1589
5675,N222RR,20230105,Z2,7.72,6562
5676,N999XX,20230507,Z4,5.48,4658
5677,N12345,20240217,Z1,2.57,2184
5678,N555CC,20231214,Z2,8.57,7284
5679,N555CC,20240322,Z3,6.88,5848
5680,N67890,20230529,Z2,11.93,10140
5681,N999XX,20231213,Z2,11.17,9494
5682,N222RR,20230719,Z2,11.17,9494
5683,N555CC,20230511,Z2,2.48,2108
5684,N67890,20230405,Z4,5.54,4709
5685,N12345,20240129,Z3,5.15,4377
5686,N12345,20230925,Z1,8.14,6919
5687,N222RR,20230527,Z4,2.95,2507
5688,N555CC,20230130,Z3,4.41,3748
5689,N999XX,20230128,Z4,10.33,8780
5690,N222RR,20240101,Z2,11.81,10038
5691,N67890,20230806,Z4,7.85,6672
5692,N222RR,20231017,Z2,6.65,5652
5693,N67890,20231227,Z2,4.21,3578
5694,N12345,20230227,Z1,10.78,9163
5695,N222RR,20230922,Z1,1.35,1147
5696,N999XX,20231119,Z3,3.99,3391
5697,N555CC,20230331,Z3,8.47,7199
5698,N12345,20231030,Z1,8.4,7140
5699,N12345,20231211,Z3,1.02,867
5700,N67890,20230601,Z4,9.62,8176
5701,N999XX,20230921,Z3,2.98,2533
5702,N999XX,20240109,Z3,6.51,5533
5703,N67890,20230524,Z3,9.72,8262
5704,N67890,20230818,Z2,5.79,4921
5705,N999XX,20230127,Z4,8.99,7641
5706,N67890,20230311,Z1,1.07,909
5707,N999XX,20240127,Z3,9.5,8075
5708,N12345,20230219,Z1,3.2,2720
5709,N67890,20230902,Z4,9.62,8176
5710,N555CC,20230819,Z4,7.49,6366
5711,N555CC,20231121,Z3,5.29,4496
5712,N222RR,20231219,Z3,2.56,2176
5713,N555CC,20231114,Z1,3.13,2660
5714,N222RR,20230627,Z4,9.61,8168
5715,N999XX,20231002,Z2,2.91,2473
5716,N555CC,20230626,Z4,2.66,2261
5717,N999XX,20230411,Z4,7.78,6613
5718,N67890,20240319,Z3,3.72,3162
5719,N999XX,20230129,Z4,4.9,4165
5720,N999XX,20230518,Z4,2.24,1904
5721,N67890,20240219,Z3,4.24,3604
5722,N222RR,20231115,Z1,8.69,7386
5723,N222RR,20230412,Z4,1.91,1623
5724,N555CC,20230602,Z2,3.92,3332
5725,N67890,20230716,Z1,10.55,8967
5726,N12345,20230314,Z1,11.96,10166
5727,N12345,20230415,Z1,11.27,9579
5728,N67890,20230912,Z2,7.56,6426
5729,N555CC,20230428,Z2,11.34,9639
5730,N67890,20230310,Z1,9.37,7964
5731,N555CC,20240402,Z1,7.99,6791
5732,N12345,20230907,Z3,3.5,2975
5733,N555CC,20230525,Z3,6.08,5168
5734,N555CC,20230213,Z3,1.75,1487
5735,N555CC,20240223,Z2,11.05,9392
5736,N12345,20230618,Z1,2.98,2533
5737,N67890,20230816,Z4,8.93,7590
5738,N12345,20230606,Z3,6.82,5797
5739,N999XX,20230402,Z2,9.15,7777
5740,N12345,20231124,Z2,10.04,8534
5741,N67890,20230821,Z3,7.07,6009
5742,N12345,20230728,Z1,11.11,9443
5743,N12345,20230206,Z3,9.16,7786
5744,N999XX,20240123,Z2,1.23,1045
5745,N999XX,20230717,Z3,3.51,2983
5746,N222RR,20231103,Z1,11.74,9979
5747,N999XX,20231025,Z1,2.24,1904
5748,N67890,20240101,Z2,4.05,3442
5749,N999XX,20231102,Z4,1.39,1181
5750,N999XX,20240217,Z4,6.73,5720
5751,N555CC,20240419,Z4,1.6,1360
5752,N999XX,20230618,Z1,10.34,8789
5753,N999XX,20230714,Z2,5.58,4743
5754,N999XX,20231104,Z3,1.21,1028
5755,N555CC,20230315,Z3,11.71,9953
5756,N222RR,20240203,Z1,7.91,6723
5757,N999XX,20230718,Z4,7.3,6205
5758,N67890,20240124,Z4,9.35,7947
5759,N222RR,20231231,Z3,9.25,7862
5760,N12345,20240116,Z2,9.9,8415
5761,N67890,20230621,Z1,4.94,4199
5762,N67890,20231003,Z1,5.76,4896
5763,N555CC,20240425,Z2,8.14,6919
5764,N999XX,20240410,Z4,9.18,7803
5765,N222RR,20231120,Z4,11.96,10166
5766,N555CC,20230930,Z1,6.87,5839
5767,N222RR,20231012,Z4,2.36,2006
5768,N222RR,20240429,Z1,4.54,3859
5769,N67890,20230514,Z3,4.75,4037
5770,N67890,20240301,Z2,4.69,3986
5771,N222RR,20230331,Z3,7.57,6434
5772,N999XX,20231101,Z1,2.97,2524
5773,N67890,20240214,Z1,6.64,5644
5774,N222RR,20230724,Z1,10.56,8976
5775,N999XX,20230813,Z3,4.26,3621
5776,N222RR,20231130,Z2,1.72,1462
5777,N12345,20240215,Z2,9.47,8049
5778,N999XX,20240302,Z4,4.33,3680
5779,N222RR,20240305,Z1,4.47,3799
5780,N67890,20231202,Z3,1.92,1632
5781,N12345,20230421,Z2,8.93,7590
5782,N222RR,20240320,Z4,9.58,8143
5783,N12345,20240307,Z1,8.67,7369
5784,N12345,20240423,Z2,11.68,9928
5785,N12345,20240107,Z3,4.86,4131
5786,N67890,20230117,Z2,4.86,4131
5787,N12345,20231124,Z2,10.94,9299
5788,N67890,20231215,Z2,3.96,3366
5789,N999XX,20240328,Z4,5.03,4275
5790,N222RR,20230807,Z3,5.2,4420
5791,N67890,20230502,Z1,2.12,1802
5792,N12345,20231005,Z2,1.39,1181
5793,N12345,20230908,Z3,1.67,1419
5794,N999XX,20230228,Z1,1.55,1317
5795,N67890,20240501,Z4,9.73,8270
5796,N12345,20240105,Z3,2.41,2048
5797,N67890,20230103,Z3,8.13,6910
5798,N67890,20240217,Z1,8.08,6868
5799,N67890,20230627,Z2,1.1,935
5800,N555CC,20230108,Z2,5.39,4581
5801,N999XX,20240127,Z2,9.17,7794
5802,N222RR,20240214,Z2,9.42,8007
5803,N222RR,20230215,Z1,3.12,2652
5804,N12345,20230812,Z2,2.67,2269
5805,N67890,20240401,Z3,1.09,926
5806,N12345,20240428,Z1,5.97,5074
5807,N555CC,20240123,Z2,3.54,3009
5808,N999XX,20230527,Z1,10.7,9095
5809,N67890,20231112,Z4,10.06,8551
5810,N999XX,20230412,Z3,8.63,7335
5811,N222RR,20230611,Z1,6.14,5219
5812,N12345,20240118,Z4,4.51,3833
5813,N67890,20240227,Z2,5.19,4411
5814,N12345,20240327,Z3,3.27,2779
5815,N67890,20230719,Z1,9.43,8015
5816,N555CC,20230412,Z2,1.43,1215
5817,N222RR,20230116,Z3,3.28,2788
5818,N222RR,20231228,Z4,8.21,6978
5819,N67890,20230104,Z3,4.44,3774
5820,N12345,20230910,Z4,7.08,6018
5821,N12345,20230307,Z4,4.55,3867
5822,N12345,20230427,Z1,8.38,7123
5823,N222RR,20230228,Z1,2.25,1912
5824,N999XX,20230403,Z4,3.13,2660
5825,N67890,20231211,Z1,7.08,6018
5826,N67890,20240121,Z3,9.35,7947
5827,N999XX,20230730,Z2,7.09,6026
5828,N222RR,20230812,Z2,1.15,977
5829,N12345,20230131,Z4,8.97,7624
5830,N222RR,20240425,Z2,5.6,4760
5831,N12345,20231218,Z4,10.37,8814
5832,N67890,20240119,Z3,2.19,1861
5833,N999XX,20230218,Z4,1.79,1521
5834,N12345,20240323,Z4,4.02,3416
5835,N12345,20230507,Z3,10.17,8644
5836,N67890,20240404,Z4,4.43,3765
5837,N555CC,20230311,Z3,8.47,7199
5838,N222RR,20230418,Z2,1.95,1657
5839,N12345,20230616,Z4,6.86,5831
5840,N222RR,20240416,Z2,7.2,6120
5841,N12345,20230101,Z1,10.47,8899
5842,N67890,20230220,Z1,8.13,6910
5843,N999XX,20230302,Z3,11.55,9817
5844,N999XX,20231019,Z1,8.16,6936
5845,N555CC,20230426,Z4,5.61,4768
5846,N222RR,20230414,Z1,3.64,3094
5847,N12345,20230824,Z4,4.78,4063
5848,N555CC,20240106,Z2,11.56,9826
5849,N555CC,20240107,Z1,7.3,6205
5850,N555CC,20230516,Z3,7.25,6162
5851,N999XX,20230502,Z1,6.43,5465
5852,N555CC,20230109,Z2,11.82,10047
5853,N67890,20231206,Z2,1.57,1334
5854,N555CC,20230408,Z4,7.18,6103
5855,N555CC,20230619,Z4,9.04,7683
5856,N555CC,20230722,Z3,5.72,4862
5857,N12345,20240115,Z1,4.79,4071
5858,N999XX,20230223,Z1,3.27,2779
5859,N12345,20231009,Z1,11.34,9639
5860,N222RR,20240306,Z2,3.36,2856
5861,N555CC,20230130,Z1,8.31,7063
5862,N999XX,20240331,Z4,4.66,3961
5863,N555CC,20230313,Z3,3.59,3051
5864,N67890,20230727,Z2,9.98,8483
5865,N222RR,20230121,Z1,10.42,8857
5866,N12345,20240424,Z3,3.28,2788
5867,N999XX,20230520,Z4,8.4,7140
5868,N67890,20230620,Z2,3.95,3357
5869,N999XX,20230512,Z1,7.5,6375
5870,N67890,20230617,Z4,4.53,3850
5871,N67890,20230408,Z2,6.63,5635
5872,N555CC,20230923,Z4,12.0,10200
5873,N555CC,20240402,Z3,1.9,1615
5874,N999XX,20240412,Z3,11.23,9545
5875,N12345,20240430,Z3,3.73,3170
5876,N555CC,20240128,Z2,6.74,5729
5877,N67890,20240123,Z1,5.64,4794
5878,N999XX,20230710,Z4,8.57,7284
5879,N12345,20240321,Z4,2.17,1844
5880,N12345,20230516,Z3,10.8,9180
5881,N222RR,20240319,Z2,2.53,2150
5882,N555CC,20240304,Z1,6.94,5899
5883,N12345,20230511,Z3,2.76,2346
5884,N222RR,20230825,Z2,9.22,7837
5885,N555CC,20230919,Z1,3.7,3145
5886,N12345,20240428,Z3,10.84,9214
5887,N12345,20231230,Z1,8.98,7633
5888,N67890,20230824,Z4,7.71,6553
5889,N67890,20230522,Z4,7.26,6171
5890,N999XX,20230202,Z1,10.45,8882
5891,N67890,20240414,Z4,1.55,1317
5892,N999XX,20230428,Z4,11.13,9460
5893,N222RR,20230901,Z3,7.79,6621
5894,N555CC,20230602,Z4,6.72,5712
5895,N67890,20240101,Z3,7.58,6443
5896,N222RR,20240401,Z1,3.24,2754
5897,N555CC,20230221,Z1,3.32,2822
5898,N12345,20230627,Z1,5.09,4326
5899,N555CC,20231129,Z1,9.56,8126
5900,N67890,20230224,Z4,4.39,3731
5901,N12345,20231113,Z4,3.1,2635
5902,N67890,20231115,Z1,8.84,7514
5903,N999XX,20230609,Z1,11.06,9401
5904,N222RR,20230223,Z3,3.29,2796
5905,N67890,20231025,Z3,5.55,4717
5906,N999XX,20231224,Z3,9.34,7939
5907,N555CC,20230718,Z1,6.99,5941
5908,N222RR,20240308,Z3,2.63,2235
5909,N67890,20231112,Z3,1.43,1215
5910,N12345,20240430,Z4,2.99,2541
5911,N555CC,20230712,Z3,9.18,7803
5912,N555CC,20230930,Z1,8.6,7310
5913,N555CC,20230110,Z1,9.68,8228
5914,N555CC,20240414,Z1,1.27,1079
5915,N67890,20230911,Z2,8.7,7394
5916,N12345,20230629,Z2,1.11,943
5917,N999XX,20230806,Z1,10.76,9146
5918,N12345,20230210,Z3,1.01,858
5919,N67890,20230216,Z1,3.51,2983
5920,N555CC,20231116,Z2,11.12,9452
5921,N12345,20240225,Z2,2.68,2278
5922,N12345,20230506,Z1,11.74,9979
5923,N67890,20230603,Z4,3.24,2754
5924,N12345,20230329,Z1,8.19,6961
5925,N12345,20231229,Z2,3.62,3077
5926,N555CC,20230111,Z1,4.14,3518
5927,N555CC,20240424,Z2,8.94,7599
5928,N999XX,20240317,Z1,10.55,8967
5929,N12345,20240409,Z4,1.59,1351
5930,N555CC,20240220,Z4,9.43,8015
5931,N67890,20231029,Z4,1.07,909
5932,N999XX,20240112,Z2,9.79,8321
5933,N12345,20231117,Z2,11.89,10106
5934,N222RR,20230328,Z1,1.72,1462
5935,N555CC,20230415,Z2,11.62,9877
5936,N67890,20240207,Z2,5.83,4955
5937,N999XX,20230118,Z4,5.07,4309
5938,N999XX,20240313,Z4,10.08,8568
5939,N12345,20230319,Z4,2.17,1844
5940,N555CC,20230329,Z2,3.81,3238
5941,N12345,20230512,Z1,1.49,1266
5942,N999XX,20230920,Z2,10.92,9282
5943,N222RR,20231015,Z2,5.32,4522
5944,N555CC,20230401,Z2,5.32,4522
5945,N555CC,20240228,Z3,8.11,6893
5946,N222RR,20230304,Z1,2.13,1810
5947,N222RR,20230528,Z1,6.39,5431
5948,N12345,20240328,Z3,8.75,7437
5949,N999XX,20230501,Z3,5.12,4352
5950,N12345,20231029,Z2,5.33,4530
5951,N555CC,20231209,Z1,8.54,7258
5952,N67890,20231220,Z2,2.02,1717
5953,N999XX,20230516,Z1,5.48,4658
5954,N999XX,20240412,Z2,1.73,1470
5955,N67890,20230417,Z4,7.96,6766
5956,N555CC,20230822,Z2,2.25,1912
5957,N999XX,20240410,Z2,8.0,6800
5958,N12345,20230508,Z1,2.57,2184
5959,N222RR,20240110,Z4,2.87,2439
5960,N555CC,20231124,Z2,3.35,2847
5961,N67890,20240306,Z3,11.56,9826
5962,N67890,20240126,Z3,1.18,1003
5963,N555CC,20231216,Z3,11.79,10021
5964,N67890,20230607,Z2,11.32,9622
5965,N67890,20230226,Z4,3.93,3340
5966,N555CC,20240120,Z1,1.59,1351
5967,N67890,20230427,Z4,8.5,7225
5968,N222RR,20230326,Z1,6.73,5720
5969,N222RR,20240224,Z4,7.66,6511
5970,N222RR,20240318,Z4,6.19,5261
5971,N67890,20240418,Z1,4.53,3850
5972,N12345,20230624,Z3,4.06,3450
5973,N12345,20231025,Z2,2.86,2431
5974,N222RR,20230512,Z4,2.4,2040
5975,N555CC,20230312,Z4,11.42,9707
5976,N555CC,20230713,Z1,4.67,3969
5977,N555CC,20240315,Z3,8.48,7208
5978,N222RR,20240421,Z2,2.35,1997
5979,N999XX,20230506,Z1,6.12,5202
5980,N12345,20230908,Z2,11.28,9588
5981,N555CC,20240416,Z3,8.58,7293
5982,N12345,20240110,Z1,3.75,3187
5983,N999XX,20230810,Z1,2.15,1827
5984,N999XX,20240118,Z1,8.74,7429
5985,N222RR,20230730,Z2,11.77,10004
5986,N12345,20240421,Z3,9.36,7955
5987,N555CC,20230228,Z1,8.62,7326
5988,N12345,20240229,Z4,7.81,6638
5989,N67890,20231231,Z3,1.81,1538
5990,N67890,20230111,Z1,2.19,1861
5991,N67890,20230915,Z2,3.34,2839
5992,N222RR,20240331,Z1,1.5,1275
5993,N67890,20230209,Z1,4.04,3434
5994,N999XX,20230404,Z3,2.28,1937
5995,N67890,20230113,Z2,10.73,9120
5996,N12345,20240401,Z4,4.46,3791
5997,N222RR,20240118,Z2,2.12,1802
5998,N222RR,20230427,Z2,3.48,2958
5999,N555CC,20231015,Z1,8.55,7267
6000,N222RR,20230523,Z1,1.39,1181
