id_viaje,id_cliente,id_vendedor,ingreso_bruto,unidades_vendidas
5397,44,9,7141.82,15
5397,50,3,4013.05,3
5398,8,3,3266.15,5
5398,16,4,3886.82,4
5398,15,1,8937.79,46
5398,4,9,9425.74,13
5399,15,4,4128.27,18
5400,40,7,10163.42,34
5400,30,6,11702.12,45
5400,25,1,2008.72,8
5400,47,9,6904.41,8
5401,36,10,12331.84,3
5401,20,4,2710.85,45
5401,46,9,8688.78,28
5402,3,4,14165.14,19
5402,5,1,2111.34,6
5402,43,4,12750.2,1
5402,5,10,8639.78,22
5403,25,8,5982.42,10
5403,27,9,10370.56,50
5403,10,1,8649.57,20
5403,49,4,11790.86,25
5404,17,1,2281.79,34
5404,40,2,8179.5,32
5404,25,6,11722.82,12
5404,35,4,3014.85,18
5405,37,2,6725.5,2
5405,17,6,10171.65,48
5405,21,6,9521.68,34
5406,45,1,13275.02,18
5407,3,10,14789.04,41
5408,6,1,13653.23,14
5409,25,2,13369.79,44
5409,46,9,3205.13,27
5409,22,7,10060.04,37
5410,1,5,9039.98,47
5411,32,1,4017.8,26
5411,46,7,10321.88,38
5411,3,3,6189.1,7
5412,32,8,13940.48,20
5412,26,8,13387.56,32
5413,23,7,9585.01,21
5413,35,2,6406.7,32
5413,45,9,5819.14,37
5414,10,1,3292.93,24
5415,15,1,11727.74,3
5415,23,4,8598.45,43
5416,6,3,8511.99,33
5416,11,1,9713.38,48
5416,31,4,13578.47,7
5417,39,8,9717.47,27
5417,1,6,6816.92,9
5417,44,10,12702.21,29
5418,33,7,9007.6,37
5418,41,8,6904.27,16
5419,5,2,4311.0,46
5420,48,1,9536.54,2
5420,48,9,13724.82,39
5420,10,8,7167.21,18
5421,13,1,5960.52,16
5421,34,10,9884.4,45
5422,41,5,9132.93,23
5422,19,10,2263.77,9
5422,14,2,7891.44,24
5422,27,10,11304.43,41
5423,4,8,7224.2,13
5423,26,1,14523.55,10
5424,25,2,9799.99,10
5424,10,7,12625.26,28
5425,8,8,4932.27,38
5425,36,9,2238.59,2
5425,18,2,11420.22,5
5426,37,10,4197.07,23
5426,45,10,12566.52,34
5427,16,6,2572.44,6
5427,46,9,10708.39,47
5427,32,1,9293.76,34
5428,8,8,9224.29,13
5428,11,6,8328.32,17
5429,8,1,14700.92,2
5429,33,3,5558.6,4
5429,10,3,2177.12,28
5430,28,1,8092.46,23
5431,30,5,11035.48,19
5431,23,2,8934.08,4
5431,18,2,3098.46,1
5432,43,4,6527.06,48
5432,47,1,9267.19,23
5433,18,3,5432.06,50
5433,36,6,3973.35,19
5433,20,1,7492.66,15
5434,18,1,4245.69,8
5435,25,2,2816.47,37
5435,23,1,10829.96,14
5436,30,5,14234.26,42
5436,46,4,4573.1,11
5436,44,2,6998.55,19
5436,39,7,14474.82,26
5437,37,10,8131.41,44
5437,29,2,9238.18,22
5437,35,5,6090.99,15
5438,19,2,10962.6,34
5438,25,2,11539.27,25
5438,50,9,8022.6,40
5438,6,2,5491.32,28
5439,45,8,8203.33,13
5439,19,7,9476.24,26
5439,3,7,13961.3,20
5439,45,7,9186.41,26
5440,8,4,10047.43,39
5440,11,5,5698.35,27
5441,17,6,10055.46,20
5441,35,2,7337.61,25
5441,41,9,11569.72,22
5441,1,7,13577.59,2
5442,29,10,5210.22,43
5443,10,3,13633.9,8
5443,19,3,11943.84,28
5444,36,6,13439.82,34
5444,45,10,11846.35,23
5444,25,2,11680.95,25
5445,16,8,8661.51,2
5445,27,10,2136.8,49
5445,15,4,12615.73,32
5445,29,5,11648.16,12
5446,14,8,9648.56,30
5446,3,3,2886.79,10
5446,31,7,14546.48,23
5446,33,8,7385.81,9
5447,11,1,13005.39,50
5447,9,7,13557.56,6
5447,40,4,13511.32,11
5447,5,3,14644.02,16
5448,50,9,6463.04,20
5448,28,8,7617.37,9
5449,42,3,7448.87,16
5449,42,7,12332.45,16
5449,40,6,8931.56,7
5449,3,3,10132.77,42
5450,50,1,4512.48,3
5450,6,1,14747.91,6
5450,44,10,14301.74,32
5451,43,8,7890.9,21
5451,1,3,13631.4,35
5452,4,7,10762.85,28
5452,17,3,8334.82,31
5452,32,8,11401.51,7
5452,41,10,9681.88,26
5453,28,7,13344.87,28
5453,9,6,12420.33,48
5453,23,3,14120.35,26
5453,26,10,5090.54,34
5454,9,5,6864.03,26
5454,23,8,13080.51,1
5454,19,1,12919.64,20
5454,37,5,2349.44,20
5455,23,2,4966.99,25
5455,5,4,6960.19,17
5455,49,8,4807.45,31
5456,15,1,10684.36,28
5457,45,1,6087.12,46
5457,2,5,6689.3,26
5457,8,3,8295.13,40
5457,13,5,5582.9,48
5458,15,5,13019.93,7
5458,42,2,14061.86,41
5459,19,8,5198.06,50
5459,40,3,2834.83,49
5459,43,5,11190.83,34
5459,11,5,2670.84,30
5460,32,10,14139.96,1
5460,9,6,11672.49,5
5460,46,3,14476.05,20
5460,3,6,14209.57,23
5461,18,9,9592.72,45
5461,32,4,13224.22,23
5461,23,10,3241.34,4
5462,7,10,14715.79,12
5463,40,4,4229.91,41
5463,41,8,7660.99,10
5463,14,2,11485.93,49
5464,3,5,8100.46,32
5464,28,1,3159.59,21
5465,8,5,2672.28,41
5465,25,7,2211.9,23
5465,11,4,13770.19,21
5465,43,8,11205.19,36
5466,2,1,8635.1,40
5466,7,7,7333.72,14
5467,49,9,11912.74,14
5468,25,1,6093.54,19
5468,23,9,5969.72,29
5469,12,3,14242.7,38
5470,39,9,13207.61,20
5470,29,3,10747.13,17
5470,9,7,8126.62,48
5470,35,4,11024.1,22
5471,41,3,7124.79,15
5472,39,8,4524.61,17
5472,23,8,8538.59,18
5473,24,6,9076.15,10
5473,5,6,11310.05,3
5474,31,7,13420.46,31
5474,38,5,2268.35,19
5474,42,3,2795.54,29
5474,29,8,6285.19,41
5475,39,8,13169.37,35
5476,41,7,3735.92,39
5476,31,2,14500.49,29
5476,26,5,6193.38,39
5477,32,7,3327.58,35
5477,45,5,12851.84,34
5477,34,7,12804.33,8
5477,32,3,2807.62,22
5478,38,5,3639.81,43
5478,14,6,10470.96,34
5478,48,8,4731.99,7
5479,43,10,5380.09,22
5479,50,2,5437.57,25
5479,46,9,4369.69,23
5480,31,6,5127.21,31
5480,20,1,8505.41,17
5481,18,10,11300.03,16
5481,22,2,9588.19,45
5481,44,10,7552.93,39
5481,44,1,10773.82,26
5482,9,10,9729.41,39
5483,38,4,9623.56,8
5483,2,8,13699.79,26
5484,27,10,11437.62,26
5484,21,3,6847.21,26
5484,37,10,8357.1,44
5484,17,2,6784.21,15
5485,38,10,9933.57,49
5485,30,5,13390.35,45
5485,38,1,9514.8,48
5485,48,8,12349.7,37
5486,13,9,8504.81,6
5487,31,9,6846.1,38
5487,4,5,10972.1,27
5487,30,9,8839.51,3
5487,32,6,12592.6,20
5488,21,3,8132.88,37
5488,41,8,5243.13,15
5488,12,5,2422.73,31
5488,2,7,6148.51,13
5489,16,7,3854.32,20
5489,42,3,4715.98,5
5489,50,6,2220.35,32
5489,11,5,3096.22,47
5490,48,10,7250.75,2
5490,35,6,6410.04,45
5490,1,9,14700.38,24
5490,12,5,6784.21,42
5491,20,3,5709.65,3
5491,40,7,11087.0,49
5491,21,8,13986.3,35
5491,13,2,4925.87,38
5492,7,2,13692.07,19
5492,43,5,11581.76,25
5492,5,6,4742.66,41
5492,16,9,2501.65,36
5493,43,6,10476.44,30
5493,42,10,13996.18,12
5494,40,6,9885.56,34
5494,30,3,13793.08,28
5494,38,5,3510.59,17
5495,1,7,13101.7,47
5496,22,3,8212.06,31
5497,4,2,13333.88,6
5498,33,5,3305.9,3
5498,22,5,6020.2,11
5498,35,2,6369.93,2
5498,6,10,7001.37,9
5499,36,3,7673.22,40
5499,6,6,7919.48,2
5500,35,8,11111.23,19
5500,21,1,13919.49,23
5500,13,1,14687.7,17
5501,16,5,3361.27,48
5502,49,2,6634.07,50
5502,44,8,3873.06,28
5502,27,5,4006.86,36
5502,39,8,5713.23,50
5503,16,6,7230.96,16
5504,29,5,4942.4,2
5504,47,9,6057.97,46
5504,33,2,3084.59,24
5505,5,1,5844.15,9
5506,34,6,11588.6,38
5507,21,10,6816.26,35
5507,9,10,3658.63,20
5507,34,10,5417.16,36
5507,50,8,11484.65,34
5508,28,3,14927.85,7
5508,17,10,2170.15,7
5508,36,3,10925.08,43
5509,47,9,8041.7,30
5509,16,4,3895.56,3
5509,34,3,6084.84,14
5510,24,5,4985.44,13
5511,27,6,2748.33,6
5511,20,5,11426.3,19
5512,24,9,12538.15,21
5512,39,10,9957.85,47
5513,24,5,8839.05,30
5513,18,1,7303.89,16
5513,15,2,5392.29,4
5514,50,8,6196.85,48
5514,47,3,8123.61,41
5515,14,3,6563.76,41
5515,47,6,10354.88,13
5516,49,1,7142.52,38
5516,49,5,11937.21,22
5516,18,2,11011.91,46
5517,24,8,9026.93,50
5517,49,3,3530.64,10
5517,47,7,5367.72,33
5518,46,8,10485.48,48
5518,14,10,6862.84,40
5518,36,9,10364.67,36
5518,27,8,9403.23,6
5519,1,7,7445.92,8
5519,13,9,11621.06,36
5520,49,8,6729.09,19
5520,40,7,7791.0,23
5520,15,3,13980.55,19
5521,31,3,11412.5,45
5522,26,3,5630.79,10
5522,20,7,7150.2,29
5522,11,6,2811.74,9
5523,48,2,5137.39,7
5523,50,5,7415.81,24
5523,9,1,13451.03,19
5523,44,6,3712.62,30
5524,3,10,9600.63,48
5525,45,1,6049.92,41
5525,37,5,11724.6,40
5525,48,7,6802.09,12
5525,40,2,11577.76,36
5526,10,4,3514.56,15
5526,36,5,4168.1,18
5526,7,9,9131.52,1
5527,33,4,5874.6,48
5528,9,8,14238.6,21
5528,40,6,3287.41,40
5529,2,10,11628.36,49
5529,27,8,3646.85,17
5530,3,1,2129.66,48
5530,5,1,6728.43,24
5530,25,3,6119.28,24
5531,14,2,12105.12,33
5531,34,2,3273.76,43
5531,45,9,2565.65,45
5532,9,10,11378.8,45
5532,37,7,6715.64,21
5532,30,7,14406.87,5
5532,27,7,12968.06,47
5533,42,3,13941.54,21
5533,38,9,10458.92,22
5533,4,6,9464.78,10
5534,34,10,8785.15,17
5534,17,9,11359.25,41
5535,49,6,5075.03,12
5535,3,10,14905.05,43
5535,12,9,10337.14,34
5536,50,2,3479.02,40
5536,6,5,10637.39,19
5536,6,10,11237.66,13
5537,33,3,3645.3,24
5538,44,4,6724.2,49
5538,49,3,14804.51,19
5538,30,6,9464.19,48
5539,18,3,6392.07,25
5539,43,3,8163.74,35
5540,17,9,11282.71,45
5540,44,8,11022.89,30
5541,30,8,2528.07,10
5541,45,4,8508.05,48
5541,44,2,9778.35,49
5541,29,4,11806.69,26
5542,13,8,14795.54,6
5543,11,1,5192.36,40
5543,45,5,6163.36,26
5544,42,3,7274.67,10
5544,13,9,7558.07,35
5545,14,4,3117.62,28
5545,21,1,6195.72,38
5545,49,7,13496.59,41
5546,32,8,6108.08,50
5547,25,6,8117.37,40
5547,50,7,13385.91,19
5547,24,9,6730.55,28
5547,3,5,3045.74,46
5548,23,1,8742.43,32
5549,21,7,3683.35,23
5549,11,3,13420.31,12
5549,14,1,8032.7,44
5550,36,1,14986.07,45
5550,11,10,5009.47,30
5550,17,7,5505.01,9
5550,15,1,6254.79,2
5551,45,3,10722.7,16
5551,9,4,11581.61,29
5551,30,5,12865.84,41
5552,37,9,14008.41,3
5552,9,10,9685.5,22
5552,7,5,8483.49,27
5552,32,1,4718.33,9
5553,34,3,14655.33,17
5553,17,5,2441.23,5
5553,15,4,14344.74,8
5553,43,1,2011.66,42
5554,34,8,7844.43,46
5554,47,8,4823.98,37
5554,37,4,8264.53,20
5554,32,1,7614.7,23
5555,21,2,4558.67,1
5555,31,8,5672.03,26
5555,16,8,5105.14,26
5555,37,6,10305.31,21
5556,23,3,12203.72,24
5556,8,10,9908.91,23
5557,12,1,13283.56,24
5558,18,9,12576.7,49
5558,8,7,5631.67,16
5558,19,6,13314.92,47
5558,31,5,12213.9,14
5559,13,9,3698.21,24
5559,39,10,7627.41,27
5559,18,9,10097.0,38
5559,41,5,5432.96,45
5560,47,10,5154.79,15
5560,7,10,3085.64,26
5560,17,1,12876.56,12
5560,4,7,14826.8,22
5561,22,1,4531.89,37
5561,6,9,10741.52,42
5561,35,1,9248.95,23
5561,16,7,13391.37,10
5562,9,5,11245.26,8
5563,42,6,12105.87,11
5563,22,7,8417.55,40
5563,6,4,7180.48,5
5564,1,1,10974.54,46
5564,27,9,11140.95,13
5564,36,3,13124.54,1
5564,31,5,11782.41,21
5565,11,3,5469.51,50
5566,5,10,14433.59,9
5567,20,5,7674.07,28
5568,18,10,11878.06,17
5569,7,5,2243.63,19
5569,35,4,12077.36,45
5569,39,10,11695.94,7
5569,33,3,2028.82,8
5570,27,1,14875.22,11
5571,49,2,14363.6,41
5571,49,1,3594.65,1
5572,35,3,9382.94,19
5572,32,9,13042.65,34
5573,6,1,6833.76,15
5573,4,8,9043.17,28
5573,10,8,8644.8,13
5574,20,4,2037.69,40
5574,28,3,7995.91,22
5575,17,1,8917.26,31
5575,33,4,8340.04,17
5575,26,4,5075.02,49
5576,46,5,9953.97,17
5576,49,7,7270.05,6
5577,27,8,14829.12,33
5577,43,4,4217.26,41
5577,7,2,10093.58,50
5578,47,7,14522.4,6
5579,36,9,12930.1,32
5580,11,9,13089.23,18
5580,1,3,11838.7,19
5580,35,6,7654.64,17
5581,48,6,11823.3,7
5582,32,9,3607.26,21
5583,50,10,9262.09,5
5583,21,7,13178.97,46
5584,20,6,5698.92,9
5584,26,4,4322.39,12
5584,49,2,9706.0,34
5584,50,1,9377.19,34
5585,4,10,11497.6,6
5585,50,2,12230.63,6
5585,3,3,14263.09,20
5585,37,9,7607.65,33
5586,19,6,11327.57,4
5587,34,6,9892.31,11
5587,29,6,5426.85,2
5587,12,5,3199.78,36
5588,8,10,13198.36,34
5589,2,7,13070.92,16
5589,29,8,11494.86,3
5590,33,9,2030.83,48
5590,8,2,9227.95,49
5590,14,2,10347.05,11
5590,44,10,2842.62,6
5591,36,3,7991.92,11
5591,36,6,12126.33,12
5591,1,7,4925.67,40
5591,38,7,6910.0,34
5592,48,6,13790.41,36
5592,24,1,12373.66,24
5592,36,10,4524.25,9
5592,38,8,5025.61,48
5593,9,4,13173.13,5
5593,31,1,4110.43,23
5593,35,6,2093.22,3
5594,31,9,8457.82,29
5594,25,8,11396.87,43
5595,7,3,5985.01,30
5595,33,8,13942.22,50
5596,31,9,6355.9,44
5597,14,5,8554.15,16
5597,7,10,13924.28,38
5597,10,2,13605.46,3
5598,14,9,14462.93,36
5599,5,2,6844.58,49
5600,42,6,14160.87,28
5601,7,4,12011.75,3
5601,12,1,14415.56,4
5601,40,3,10763.39,14
5601,50,2,9454.99,22
5602,23,5,13961.64,11
5602,14,5,4085.15,26
5602,4,8,10425.93,50
5603,46,3,5299.13,12
5604,36,6,7153.49,14
5604,19,1,5335.84,48
5605,7,1,14920.58,38
5606,3,8,9561.59,2
5606,20,1,2844.15,9
5606,3,4,6106.31,5
5607,31,6,12885.37,48
5607,41,6,10446.23,46
5608,35,4,10288.86,4
5608,19,8,4137.81,26
5608,14,8,12060.05,37
5609,43,4,10028.92,3
5609,45,1,9046.35,19
5610,39,2,13198.27,48
5610,50,4,14022.71,23
5610,36,2,3860.63,24
5610,3,2,2301.45,40
5611,16,9,2101.44,43
5611,29,2,5843.36,33
5611,18,2,2227.58,46
5612,42,10,5154.59,44
5612,3,1,14605.15,23
5612,44,7,8254.98,17
5613,37,7,12406.17,15
5613,35,9,5685.7,34
5613,4,6,8552.67,11
5613,23,9,12070.49,33
5614,50,2,10390.39,30
5615,29,6,9205.44,31
5615,19,4,6236.72,37
5615,29,10,10970.01,19
5615,12,5,9665.62,1
5616,7,4,2145.69,50
5617,7,6,7692.25,35
5617,4,1,6576.56,16
5617,9,4,4132.41,40
5617,25,9,7547.53,22
5618,12,3,12486.92,46
5618,24,7,10220.24,33
5618,21,6,11870.83,37
5618,25,4,11533.69,44
5619,48,2,4912.51,50
5619,14,4,7234.12,41
5620,39,6,12993.97,45
5620,36,3,6547.91,27
5621,33,4,13444.36,33
5621,9,6,13890.3,40
5621,36,4,12747.4,25
5622,28,8,7349.83,38
5622,28,5,2423.47,40
5623,33,2,11232.01,30
5623,33,6,4712.12,8
5623,32,4,14492.96,18
5623,26,9,4773.73,9
5624,30,10,12635.24,33
5625,43,1,12812.1,7
5625,29,4,11605.42,40
5626,45,9,6932.6,22
5626,25,9,8585.17,28
5626,49,8,9785.66,26
5627,16,5,10377.92,45
5627,40,5,3556.6,6
5627,6,9,6718.39,32
5628,48,8,5981.9,37
5628,37,5,5536.37,29
5628,22,10,12295.0,24
5628,44,1,12710.41,36
5629,28,6,11724.42,39
5629,4,4,14229.82,23
5630,6,3,13977.06,2
5631,42,1,14999.17,38
5631,17,10,6129.04,9
5631,1,1,4622.02,48
5631,30,3,10523.06,25
5632,42,2,14606.04,10
5632,40,4,2641.47,29
5632,21,8,6743.88,1
5632,46,5,5782.56,47
5633,44,8,8363.24,26
5633,45,9,10930.84,16
5633,9,7,11381.43,7
5634,2,8,2294.52,9
5634,47,2,9640.38,27
5635,38,8,9816.66,49
5635,1,8,4447.17,50
5635,50,3,12100.79,16
5636,46,1,6347.65,47
5636,11,2,10603.67,42
5637,41,8,14156.98,4
5637,12,7,12844.77,37
5637,46,6,3994.94,42
5638,41,2,7276.11,36
5639,12,1,6389.01,26
5640,40,6,8512.7,5
5640,44,6,5186.92,18
5640,29,2,10086.57,30
5641,45,4,3073.65,27
5641,40,2,6179.28,39
5641,14,7,14152.61,33
5641,9,8,8314.13,23
5642,23,4,4678.94,30
5643,20,5,7863.59,23
5644,40,5,7335.76,38
5644,25,2,2503.67,2
5644,32,8,7344.86,19
5645,50,3,6245.9,38
5645,35,7,3093.51,31
5646,33,6,9636.19,28
5646,7,3,3169.01,11
5646,4,7,6504.91,25
5647,47,5,9877.8,18
5647,24,9,4493.93,12
5647,29,3,12069.61,26
5647,4,4,2203.14,31
5648,33,3,12206.47,22
5648,23,10,8861.91,14
5649,48,2,14364.11,33
5649,18,3,4254.85,8
5649,4,9,9533.84,41
5649,26,5,14156.61,20
5650,49,8,9085.44,26
5650,5,4,6883.6,36
5650,32,3,8687.64,32
5651,47,8,4295.93,42
5651,46,7,3384.81,2
5651,17,10,13194.5,29
5652,31,9,5866.63,12
5653,16,3,8020.22,25
5653,41,7,10875.96,32
5654,31,4,2576.9,11
5654,32,9,3815.43,43
5654,17,9,5471.22,32
5655,50,4,3127.37,27
5656,44,6,6663.57,1
5656,21,10,10728.07,28
5657,36,8,13371.88,13
5657,45,4,5515.04,24
5657,35,9,6999.42,16
5657,41,6,12972.36,15
5658,9,1,2102.57,4
5658,47,6,8167.73,11
5658,28,2,7105.45,37
5658,7,6,8361.44,38
5659,19,3,4295.19,13
5659,30,1,4496.63,4
5660,6,1,2707.86,23
5660,4,7,6021.7,3
5660,21,7,12440.37,15
5661,49,5,7318.3,1
5661,2,8,11462.28,14
5661,7,3,11594.02,22
5662,2,9,12322.72,33
5662,50,4,4528.18,19
5663,45,2,3443.43,50
5663,14,5,13300.42,27
5663,31,9,9704.86,21
5664,4,8,5330.94,4
5665,3,2,3527.83,48
5665,5,6,12944.38,6
5666,29,5,9736.76,4
5666,45,5,8119.77,40
5666,17,9,5663.41,16
5667,27,1,13786.76,20
5667,14,7,4640.2,43
5668,46,7,6978.08,22
5668,20,5,12187.32,43
5668,4,9,3384.29,33
5669,37,7,6530.83,24
5670,1,8,12758.89,33
5670,35,3,7390.51,10
5670,35,3,14271.89,28
5670,41,6,6342.38,39
5671,47,4,8176.92,32
5672,38,3,9391.98,50
5672,28,7,2684.84,15
5673,23,5,2065.05,32
5673,50,3,2735.6,20
5673,48,2,9340.4,31
5673,8,6,5568.49,40
5674,34,4,10709.46,46
5674,16,4,6243.44,6
5674,33,4,2924.51,27
5675,30,10,14551.59,29
5675,12,10,13809.54,36
5676,1,10,11317.56,34
5676,9,7,5419.4,45
5676,6,7,4244.04,32
5676,1,9,7889.56,26
5677,19,4,5141.98,27
5677,31,6,5312.29,3
5677,36,3,6278.54,28
5677,25,6,5543.06,12
5678,34,7,12638.1,7
5678,6,2,14183.36,15
5678,42,9,7186.32,2
5679,12,10,14725.7,14
5679,21,3,11830.63,46
5679,42,10,13695.56,9
5679,39,1,12916.62,47
5680,23,8,5216.68,37
5680,33,10,7441.89,2
5680,13,4,7557.48,6
5680,39,6,12895.74,15
5681,50,4,4257.8,43
5681,10,5,12741.35,43
5681,41,9,9826.51,14
5682,9,10,12971.27,37
5682,28,4,4507.19,38
5683,45,4,10364.75,38
5683,2,4,4149.26,45
5683,46,1,3893.19,39
5684,14,2,5906.81,4
5685,19,2,11660.51,10
5686,18,3,6169.12,27
5686,25,7,10947.28,11
5686,4,4,14534.76,20
5687,14,4,14759.3,11
5687,47,6,14626.54,49
5688,49,6,4820.63,45
5688,6,6,8742.55,44
5688,24,10,10358.79,3
5688,45,7,8690.9,21
5689,25,7,2470.97,46
5690,38,7,10729.53,36
5690,30,8,8787.34,36
5690,45,2,5457.43,18
5690,29,4,12974.68,36
5691,8,1,9072.7,16
5691,12,9,8594.95,27
5691,49,8,10998.11,45
5691,17,6,11513.29,15
5692,21,7,12716.83,33
5693,21,6,4155.37,7
5694,10,1,7072.66,7
5694,15,3,10059.14,20
5694,20,5,11639.3,15
5695,7,1,9694.92,36
5695,49,10,6254.98,29
5695,23,6,7558.26,31
5695,25,5,7403.0,33
5696,2,4,2995.12,36
5696,36,1,6114.07,10
5697,49,6,14285.46,16
5698,23,4,4891.4,41
5699,27,2,4355.79,35
5699,45,6,12637.35,38
5700,33,4,4214.07,46
5700,42,1,10982.81,28
5700,37,2,9142.55,28
5700,12,3,7646.02,33
5701,5,10,10287.37,19
5701,31,4,12212.67,19
5701,29,1,4768.12,34
5701,17,6,10854.27,20
5702,7,10,14710.39,17
5702,50,6,5312.77,33
5703,45,10,2380.04,9
5704,49,8,4856.57,42
5705,32,8,3213.35,37
5706,42,4,10044.38,25
5706,45,5,3045.08,49
5706,39,1,6418.43,8
5707,29,10,6503.39,27
5707,4,6,12611.73,34
5707,22,3,3893.89,33
5708,41,7,4890.83,39
5708,2,5,7849.49,20
5709,28,4,11314.26,36
5709,21,7,11544.58,29
5709,1,7,9424.09,35
5709,23,1,10546.54,15
5710,50,10,9388.06,28
5710,35,2,14112.93,6
5711,50,9,6073.44,42
5711,46,6,14340.69,29
5711,37,4,3613.51,45
5712,44,5,2819.16,14
5712,28,10,11724.78,5
5713,21,2,9472.29,16
5713,13,8,6913.73,35
5713,22,10,13297.82,19
5713,2,2,14987.49,47
5714,9,3,4805.29,4
5714,7,6,3872.32,25
5714,28,5,2682.25,9
5714,10,9,10168.81,5
5715,16,10,11048.25,45
5716,5,2,2099.88,38
5716,21,4,5131.56,19
5716,43,2,4304.53,19
5717,8,5,6981.84,21
5718,15,3,5114.93,3
5718,38,9,13264.67,3
5718,7,6,2920.77,18
5719,40,2,2468.25,9
5719,50,5,4926.83,36
5719,32,6,10455.56,11
5719,5,8,10552.62,34
5720,16,3,12805.32,16
5720,21,8,6096.52,34
5720,31,7,3448.85,39
5720,48,3,12697.0,8
5721,9,9,6458.23,2
5722,18,2,5998.23,5
5723,41,1,6074.9,17
5723,17,6,8039.3,27
5723,3,4,6084.7,42
5724,10,5,9499.18,3
5725,41,8,8789.0,33
5726,42,1,3962.27,4
5726,15,8,12603.89,38
5726,2,5,14008.82,37
5726,50,4,2516.81,36
5727,2,2,13304.44,21
5727,15,6,13936.91,17
5728,31,9,11294.22,31
5729,25,4,4735.29,4
5730,7,5,4616.24,42
5731,18,4,8304.31,11
5731,18,3,12034.12,34
5732,11,1,14158.91,27
5732,3,2,8691.65,34
5733,8,7,14704.11,45
5733,20,6,13199.24,19
5733,6,1,3261.32,46
5733,31,5,6820.57,49
5734,30,10,12919.86,49
5734,21,9,13644.09,44
5735,37,1,7601.12,40
5735,49,10,13936.46,2
5735,34,1,8807.6,43
5735,45,9,6751.91,3
5736,43,6,7893.44,4
5736,21,6,7717.18,23
5737,3,5,13839.91,28
5738,14,4,4048.45,41
5738,31,6,3954.18,25
5739,11,3,13741.28,31
5740,11,4,4126.88,44
5741,17,3,4748.53,46
5741,24,8,5817.45,15
5741,31,4,9834.18,34
5741,6,4,3285.97,40
5742,13,6,11513.12,35
5742,15,5,13182.67,5
5742,25,4,14644.0,6
5743,24,3,7810.44,5
5744,45,2,7193.43,30
5745,22,10,12594.32,25
5746,25,9,2157.59,37
5746,50,1,9447.97,36
5746,30,4,12681.4,19
5746,18,8,4751.1,33
5747,47,10,8050.79,27
5747,48,9,9410.26,37
5748,6,5,8187.5,16
5749,39,3,11016.33,16
5750,30,3,14666.04,37
5750,48,10,5398.53,43
5750,44,1,6137.79,22
5750,15,9,8278.63,33
5751,34,10,12934.62,18
5752,39,8,6787.25,2
5753,10,7,14326.45,33
5754,14,7,13898.24,17
5754,29,3,3099.39,43
5754,42,6,8674.93,30
5754,37,9,13078.35,22
5755,26,8,5084.38,5
5756,37,4,13394.23,15
5756,34,7,13121.12,49
5756,24,5,12497.47,27
5757,49,2,9286.93,4
5757,41,10,7912.94,32
5758,4,6,5658.89,36
5758,28,8,3060.25,42
5758,13,8,4425.3,1
5759,37,9,4910.57,21
5759,14,9,8877.77,16
5759,2,2,14912.9,45
5759,7,3,4835.82,50
5760,5,9,8470.04,24
5760,38,7,12873.8,25
5761,45,6,8848.9,41
5761,49,5,8733.59,19
5761,22,4,3817.88,41
5761,28,7,12463.81,10
5762,22,6,13385.83,20
5763,21,6,9532.31,36
5763,34,5,10405.54,36
5764,37,6,9164.64,12
5764,22,4,2487.67,12
5764,22,10,9283.57,41
5765,49,8,12272.13,28
5765,4,3,9003.81,11
5765,32,6,13859.36,3
5766,28,4,9717.48,36
5766,27,5,8199.74,6
5766,18,5,14384.63,21
5767,13,9,7339.96,1
5767,3,8,9972.35,4
5767,32,6,7144.48,44
5768,42,7,11815.06,27
5768,45,10,10765.86,43
5768,14,3,13719.8,45
5768,13,2,12901.72,15
5769,43,8,5865.24,29
5769,41,5,8248.19,15
5769,50,7,5395.11,31
5770,14,9,13076.52,31
5771,11,4,8139.6,30
5772,32,4,14711.44,41
5772,38,5,5486.09,17
5772,1,9,8023.36,33
5772,28,1,12182.31,43
5773,11,5,4348.58,23
5773,36,10,9021.26,4
5773,8,6,12442.49,13
5774,35,2,2610.11,7
5774,6,10,2415.66,31
5775,1,2,2583.4,4
5775,43,4,7329.8,9
5775,16,6,13012.34,7
5776,18,1,4453.4,30
5776,49,3,7397.69,34
5776,47,6,7055.86,39
5776,28,4,6695.04,50
5777,22,3,10062.96,41
5777,2,4,8993.82,48
5777,3,3,4381.07,25
5777,47,7,13224.97,29
5778,44,8,14633.09,6
5779,15,10,9252.39,1
5779,9,3,9462.88,39
5779,16,10,3986.48,34
5779,27,8,12083.83,11
5780,16,8,9259.56,25
5780,28,7,5781.28,16
5781,8,9,5272.52,16
5781,1,9,11570.15,34
5782,19,7,8168.43,46
5782,42,4,8372.57,50
5782,26,1,12340.58,38
5782,35,6,10711.73,5
5783,48,8,12899.57,18
5784,13,10,13457.25,17
5785,10,1,12689.81,49
5785,47,9,7221.69,40
5786,4,7,13887.87,7
5786,20,5,7018.31,3
5787,14,4,10822.77,23
5788,32,1,8671.99,49
5788,15,10,7698.6,13
5788,14,8,10742.56,8
5789,9,8,12460.83,15
5789,28,5,13460.67,24
5789,14,1,6913.24,26
5790,11,1,3476.11,12
5790,40,7,9535.63,26
5790,41,2,12137.05,34
5791,34,7,7709.39,19
5791,38,1,11524.34,28
5791,14,2,2543.19,22
5791,9,6,7166.09,27
5792,17,8,5451.92,2
